Date : 2024-09-13 11:13:35
Directory : /home/jklasen/A-DRZ/argus
Total : 550 files,  89832 codes, 18732 comments, 19024 blanks, all 127588 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/syslog_sink.h                          | C++                |         62 |         17 |         16 |         95 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/sinks/wincolor_sink.h                        | C++                |        106 |         17 |         21 |        144 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/spdlog.h                                     | C++                |        252 |         57 |         58 |        367 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/tweakme.h                                    | C++                |          1 |        125 |         19 |        145 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/spdlog/include/spdlog/version.h                                    | C++                |          5 |          4 |          4 |         13 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/tinycolormap/.github/workflows/macos.yml                           | YAML               |         13 |          0 |          5 |         18 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/tinycolormap/.github/workflows/ubuntu.yml                          | YAML               |         16 |          0 |          6 |         22 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/tinycolormap/README.md                                             | Markdown           |        153 |          0 |         63 |        216 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/tinycolormap/include/tinycolormap.hpp                              | C++                |      2,608 |         61 |         64 |      2,733 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/tinycolormap/tools/png-exporter/main.cpp                           | C++                |         54 |          0 |         13 |         67 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/3rd/tinycolormap/tools/png-exporter/stb_image_write.h                  | C++                |      1,198 |        305 |        164 |      1,667 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/CMakePresets.json                                                      | JSON               |         68 |          0 |          1 |         69 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/Dockerfile                                                             | Docker             |        277 |         11 |         21 |        309 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/README.md                                                              | Markdown           |        198 |          0 |         73 |        271 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/.devcontainer/Dockerfile                             | Docker             |         39 |          4 |          5 |         48 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/.devcontainer/devcontainer.json                      | JSON with Comments |         14 |          2 |          1 |         17 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/.github/dependabot.yml                               | YAML               |          6 |          5 |          2 |         13 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/Firmware_Pi/TiR360_firmware_Pi.py                    | Python             |         88 |          2 |         20 |        110 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/Start_viewer/TiR360_viewer.py                        | Python             |        131 |         28 |         52 |        211 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/Start_viewer/main.py                                 | Python             |         10 |          0 |          3 |         13 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/Start_viewer/video_stitcher.py                       | Python             |         47 |          6 |         10 |         63 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/config/calibration.json                              | JSON               |        106 |          0 |          0 |        106 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/include/camera_models/camera_model.hpp               | C++                |         39 |          6 |         13 |         58 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/include/camera_models/double_sphere.hpp              | C++                |         10 |          1 |          5 |         16 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/include/camera_models/extended_unified.hpp           | C++                |         10 |          1 |          5 |         16 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/include/utils/geometry.hpp                           | C++                |         12 |         12 |          6 |         30 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/install.sh                                           | Shell Script       |          6 |          5 |          3 |         14 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/src/camera_models/camera_model.cpp                   | C++                |        257 |          2 |         34 |        293 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/src/camera_models/double_sphere.cpp                  | C++                |         47 |          2 |         22 |         71 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/src/camera_models/extended_unified.cpp               | C++                |         37 |          2 |         18 |         57 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/src/insta360_stitcher.cpp                            | C++                |        140 |          0 |         25 |        165 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/src/utils/geometry.cpp                               | C++                |         57 |          3 |         11 |         71 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/venv/bin/Activate.ps1                                | PowerShell         |        108 |        106 |         34 |        248 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/venv/bin/activate.csh                                | Shell Script       |         12 |          5 |         10 |         27 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/venv/bin/activate.fish                               | Shell Script       |         42 |         14 |         14 |         70 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/TiR360_Viewer_CPU/venv/pyvenv.cfg                                      | Properties         |          3 |          0 |          1 |          4 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/VSlamProcess.py                                                        | Python             |         99 |         13 |         10 |        122 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/docker/gtsam/pangolin/Dockerfile                                       | Docker             |        251 |          8 |         15 |        274 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/docker/gtsam/socket/Dockerfile                                         | Docker             |        249 |          9 |         15 |        273 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/entrypoint.socket.bash                                                 | Shell Script       |          4 |          1 |          3 |          8 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/aist/equirectangular.yaml                                      | YAML               |         36 |          1 |         10 |         47 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/aist/fisheye.yaml                                              | YAML               |         33 |          1 |         11 |         45 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/dense/dense.yaml                                               | YAML               |         45 |         21 |         16 |         82 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/dense/dense_hd.yaml                                            | YAML               |         45 |         21 |         16 |         82 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/euroc/EuRoC_mono.yaml                                          | YAML               |         55 |          1 |         15 |         71 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/euroc/EuRoC_stereo.yaml                                        | YAML               |         86 |          9 |         21 |        116 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/kitti/KITTI_mono_00-02.yaml                                    | YAML               |         41 |         16 |         15 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/kitti/KITTI_mono_03.yaml                                       | YAML               |         41 |         16 |         15 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/kitti/KITTI_mono_04-12.yaml                                    | YAML               |         41 |         16 |         15 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/kitti/KITTI_stereo_00-02.yaml                                  | YAML               |         43 |         19 |         17 |         79 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/kitti/KITTI_stereo_03.yaml                                     | YAML               |         43 |         19 |         17 |         79 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/kitti/KITTI_stereo_04-12.yaml                                  | YAML               |         43 |         19 |         17 |         79 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/nerf/nerf.yaml                                                 | YAML               |         30 |         18 |         14 |         62 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/nerf/nerf_hd.yaml                                              | YAML               |         30 |         18 |         14 |         62 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_rgbd/TUM_RGBD_mono_1.yaml                                  | YAML               |         41 |         16 |         15 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_rgbd/TUM_RGBD_mono_2.yaml                                  | YAML               |         41 |         16 |         15 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_rgbd/TUM_RGBD_mono_3.yaml                                  | YAML               |         41 |         16 |         15 |         72 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_rgbd/TUM_RGBD_rgbd_1.yaml                                  | YAML               |         42 |         16 |         15 |         73 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_rgbd/TUM_RGBD_rgbd_2.yaml                                  | YAML               |         42 |         16 |         15 |         73 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_rgbd/TUM_RGBD_rgbd_3.yaml                                  | YAML               |         42 |         16 |         15 |         73 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_vi/TUM_VI_mono.yaml                                        | YAML               |         31 |         18 |         15 |         64 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/example/tum_vi/TUM_VI_stereo.yaml                                      | YAML               |         95 |         29 |         21 |        145 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/keyframes.py                                                           | Python             |         59 |          0 |         12 |         71 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/landmarks.py                                                           | Python             |         76 |          0 |         12 |         88 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/launch.sh                                                              | Shell Script       |         13 |          1 |          1 |         15 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/main.py                                                                | Python             |          8 |          0 |          3 |         11 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/map_segment_pb2.py                                                     | Python             |        319 |         11 |         25 |        355 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/package.xml                                                            | XML                |         23 |          2 |          6 |         31 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/dataset_tools/compute_euroc_cam_tf.py                          | Python             |         11 |          1 |          1 |         13 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/export_dense_msg_to_ply.py                                     | Python             |         76 |          3 |         20 |         99 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/export_msgpack_to_nerf.py                                      | Python             |        213 |         20 |         66 |        299 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/export_sqlite3_to_nerf.py                                      | Python             |        213 |         19 |         66 |        298 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/ubuntu/README.md                                               | Markdown           |         53 |          0 |         31 |         84 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/ubuntu/build_stella_vslam_docker.sh                            | Shell Script       |         11 |          8 |          7 |         26 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/ubuntu/download_sampledata.sh                                  | Shell Script       |         20 |          6 |          8 |         34 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/ubuntu/install_docker.sh                                       | Shell Script       |         19 |          9 |          9 |         37 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/ubuntu/install_nvidia_docker.sh                                | Shell Script       |          7 |          6 |          4 |         17 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/windows/Build.bat                                              | Batch              |         67 |          0 |         29 |         96 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/workflows/evo_rpe_print_row.bash                               | Shell Script       |          8 |          1 |          1 |         10 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/scripts/workflows/track_time_print_row.bash                            | Shell Script       |          4 |          1 |          1 |          6 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/setinterval.py                                                         | Python             |         18 |          0 |          5 |         23 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/slam_server.py                                                         | Python             |        128 |         13 |         16 |        157 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/base.cc                                        | C++                |        146 |          2 |         25 |        173 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/base.h                                         | C++                |         91 |         55 |         50 |        196 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/camera_factory.h                               | C++                |         55 |          0 |         10 |         65 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/equirectangular.cc                             | C++                |         87 |         10 |         26 |        123 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/equirectangular.h                              | C++                |         26 |          1 |         18 |         45 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/fisheye.cc                                     | C++                |        235 |         33 |         50 |        318 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/fisheye.h                                      | C++                |         45 |          9 |         24 |         78 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/perspective.cc                                 | C++                |        214 |         24 |         45 |        283 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/perspective.h                                  | C++                |         51 |          9 |         24 |         84 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/radial_division.cc                             | C++                |        144 |          2 |         36 |        182 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/camera/radial_division.h                              | C++                |         35 |         14 |         21 |         70 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/config.cc                                             | C++                |         37 |          3 |         12 |         52 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/config.h                                              | C++                |         20 |          5 |         13 |         38 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/dense_module.cc                                       | C++                |        299 |         17 |         52 |        368 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/dense_module.h                                        | C++                |         74 |         67 |         66 |        207 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_extractor.cc                              | C++                |        315 |         44 |         78 |        437 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_extractor.h                               | C++                |         48 |         23 |         30 |        101 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_extractor_node.cc                         | C++                |         37 |          7 |         10 |         54 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_extractor_node.h                          | C++                |         22 |          6 |         12 |         40 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_impl.cc                                   | C++                |         99 |         36 |         22 |        157 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_impl.h                                    | C++                |         19 |          3 |          8 |         30 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_params.cc                                 | C++                |         70 |          0 |         13 |         83 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_params.h                                  | C++                |         34 |         10 |         18 |         62 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/feature/orb_point_pairs.h                             | C++                |        266 |         37 |          7 |        310 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/global_optimization_module.cc                         | C++                |        442 |         73 |        103 |        618 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/global_optimization_module.h                          | C++                |         98 |         94 |         78 |        270 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/initialize/base.cc                                    | C++                |        153 |         23 |         39 |        215 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/initialize/base.h                                     | C++                |         57 |         35 |         30 |        122 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/initialize/bearing_vector.cc                          | C++                |         60 |          7 |         14 |         81 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/initialize/bearing_vector.h                           | C++                |         29 |          6 |         14 |         49 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/initialize/perspective.cc                             | C++                |        116 |         11 |         23 |        150 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/initialize/perspective.h                              | C++                |         33 |         11 |         17 |         61 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/keyframe_io_base.h                                 | C++                |         17 |          3 |          8 |         28 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/keyframe_io_factory.h                              | C++                |         26 |          0 |          9 |         35 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/keyframe_io_opencv.cc                              | C++                |         38 |          0 |         11 |         49 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/keyframe_io_opencv.h                               | C++                |         21 |         12 |         12 |         45 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/map_database_io_base.h                             | C++                |         29 |          6 |         10 |         45 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/map_database_io_factory.h                          | C++                |         33 |          0 |          9 |         42 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/map_database_io_msgpack.cc                         | C++                |         90 |          5 |         18 |        113 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/map_database_io_msgpack.h                          | C++                |         30 |         12 |         12 |         54 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/map_database_io_sqlite3.cc                         | C++                |        129 |          5 |         18 |        152 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/map_database_io_sqlite3.h                          | C++                |         34 |         12 |         14 |         60 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/point_cloud_io_base.h                              | C++                |         17 |          3 |          8 |         28 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/point_cloud_io_factory.h                           | C++                |         26 |          0 |          9 |         35 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/point_cloud_io_ply.cc                              | C++                |         44 |          0 |         12 |         56 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/point_cloud_io_ply.h                               | C++                |         19 |          9 |         11 |         39 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/trajectory_io.cc                                   | C++                |        133 |          7 |         35 |        175 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/io/trajectory_io.h                                    | C++                |         20 |         13 |         12 |         45 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/mapping_module.cc                                     | C++                |        496 |         66 |         97 |        659 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/mapping_module.h                                      | C++                |         99 |         97 |         87 |        283 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_detector/aruco.cc                              | C++                |         98 |          0 |          7 |        105 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_detector/aruco.h                               | C++                |         46 |          4 |         17 |         67 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_detector/aruco_disabled.cc                     | C++                |         20 |          0 |          4 |         24 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_detector/base.cc                               | C++                |         39 |          4 |          9 |         52 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_detector/base.h                                | C++                |         35 |          8 |         18 |         61 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_model/aruco.cc                                 | C++                |         32 |          0 |          9 |         41 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_model/aruco.h                                  | C++                |         22 |          4 |         12 |         38 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_model/base.cc                                  | C++                |         33 |          0 |          9 |         42 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/marker_model/base.h                                   | C++                |         22 |          4 |         13 |         39 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/area.cc                                         | C++                |         69 |         10 |         23 |        102 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/area.h                                          | C++                |         19 |          0 |         10 |         29 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/base.h                                          | C++                |         55 |          4 |         22 |         81 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/bow_tree.cc                                     | C++                |        146 |         22 |         43 |        211 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/bow_tree.h                                      | C++                |         22 |          6 |         12 |         40 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/fuse.cc                                         | C++                |        138 |         17 |         31 |        186 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/fuse.h                                          | C++                |         32 |          1 |         12 |         45 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/projection.cc                                   | C++                |        454 |         62 |        131 |        647 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/projection.h                                    | C++                |         44 |          9 |         15 |         68 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/robust.cc                                       | C++                |        239 |         53 |         66 |        358 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/robust.h                                        | C++                |         34 |          0 |         15 |         49 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/stereo.cc                                       | C++                |        178 |         37 |         40 |        255 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/match/stereo.h                                        | C++                |         44 |         41 |         21 |        106 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/frame_tracker.cc                               | C++                |        105 |         18 |         32 |        155 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/frame_tracker.h                                | C++                |         31 |          1 |         16 |         48 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/initializer.cc                                 | C++                |        269 |         48 |         62 |        379 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/initializer.h                                  | C++                |         61 |         38 |         32 |        131 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/keyframe_inserter.cc                           | C++                |        156 |         25 |         31 |        212 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/keyframe_inserter.h                            | C++                |         46 |          9 |         21 |         76 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/local_map_cleaner.cc                           | C++                |        138 |         31 |         28 |        197 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/local_map_cleaner.h                            | C++                |         35 |         28 |         20 |         83 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/local_map_updater.cc                           | C++                |        172 |         10 |         35 |        217 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/local_map_updater.h                            | C++                |         47 |         15 |         21 |         83 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/loop_bundle_adjuster.cc                        | C++                |        120 |         17 |         33 |        170 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/loop_bundle_adjuster.h                         | C++                |         29 |         26 |         21 |         76 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/loop_detector.cc                               | C++                |        431 |         82 |        101 |        614 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/loop_detector.h                                | C++                |         70 |         82 |         49 |        201 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/relocalizer.cc                                 | C++                |        330 |         35 |         57 |        422 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/relocalizer.h                                  | C++                |         65 |         15 |         19 |         99 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/two_view_triangulator.cc                       | C++                |         93 |         14 |         19 |        126 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/two_view_triangulator.h                        | C++                |         61 |         24 |         29 |        114 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/module/type.h                                         | C++                |         36 |          2 |         13 |         51 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/global_bundle_adjuster.cc                    | C++                |        262 |         20 |         56 |        338 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/global_bundle_adjuster.h                     | C++                |         28 |         20 |         12 |         60 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/graph_optimizer.cc                           | C++                |        197 |         45 |         66 |        308 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/graph_optimizer.h                            | C++                |         27 |         16 |         12 |         55 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/internal/landmark_vertex.h                   | C++                |         43 |          0 |         17 |         60 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/internal/landmark_vertex_container.h         | C++                |         97 |         19 |         38 |        154 |
| /home/jklasen/A-DRZ/argus/stella_vslam_dense_argus/src/stella_vslam/optimize/internal/marker_vertex_container.h           | C++                |         67 |         11 |         23 |        101 |
